Manufacturer;Series;Model;Impeller;DnOut;FreePassageMm;P2Kw;Rpm;Voltage;Qmax_m3h;H0_m;QH_points;QP;QEta;QNpsh;Quality;Document
Caprari;K+ KCM;KCM065FA+002521N3;SingleChannel;65;40.0;2.5;2900;3~400 В;72.0;27.9;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 17; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM065FD+002021N3;SingleChannel;65;40.0;2.0;2900;3~400 В;57.6;24.1;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 17; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM065FG+002021N3;SingleChannel;65;40.0;2.0;2900;3~400 В;50.4;19.5;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 17; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM065HA+004821N3;SingleChannel;65;40.0;4.8;2900;3~400 В;54.0;35.0;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 19; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM065HD+004821N3;SingleChannel;65;40.0;4.8;2900;3~400 В;93.6;31.0;16;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 19; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM065HG+003821N3;SingleChannel;65;40.0;3.8;2900;3~400 В;72.0;26.2;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 19; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM065HL+003821N3;SingleChannel;65;40.0;3.8;2900;3~400 В;63.0;25.0;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 19; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW065FA+002641N3;Vortex;65;55.0;2.6;1450;3~400 В;75.6;10.6;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 13; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW065FA+003121N3;Vortex;65;40.0;3.1;2900;3~400 В;25.2;26.8;7;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 15; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW065FD+002141N3;Vortex;65;55.0;2.1;1450;3~400 В;54.0;9.3;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 13; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW065FD+003121N3;Vortex;65;40.0;3.1;2900;3~400 В;39.6;22.7;16;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 15; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW065FG+001641N3;Vortex;65;55.0;1.6;1450;3~400 В;54.0;7.8;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 13; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW065FG+002521N3;Vortex;65;40.0;2.5;2900;3~400 В;39.6;17.4;16;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 15; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW065FL+002021N3;Vortex;65;40.0;2.0;2900;3~400 В;39.6;15.8;16;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 15; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA080HA+002941N3;Open;80;99.8;2.9;1450;3~400 В;111.6;15.0;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 39; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA080HD+002141N3;Open;80;80.1;2.1;1450;3~400 В;108.0;13.0;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 39; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA080HG+001641N3;Open;80;78.6;1.6;1450;3~400 В;99.0;11.8;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 39; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA080HL+001641N3;Open;80;78.3;1.6;1450;3~400 В;81.0;10.1;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 39; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080FA+002141N3;SingleChannel;80;75.0;2.1;1450;3~400 В;81.0;13.9;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 35; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080FD+002141N3;SingleChannel;80;75.0;2.1;1450;3~400 В;108.0;12.6;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 35; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080FG+001641N3;SingleChannel;80;75.0;1.6;1450;3~400 В;90.0;11.0;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 35; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080FL+001641N3;SingleChannel;80;75.0;1.6;1450;3~400 В;90.0;9.6;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 35; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HA+001561N3;SingleChannel;80;75.0;1.5;960;3~400 В;79.2;7.2;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 31; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HA+002941N3;SingleChannel;80;75.0;2.9;1450;3~400 В;108.0;15.9;8;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 37; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HA+005842N3;SingleChannel;80;80.0;5.8;1450;3~400 В;219.6;21.4;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 37; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HD+001561N3;SingleChannel;80;75.0;1.5;960;3~400 В;64.8;5.7;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 31; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HD+002141N3;SingleChannel;80;75.0;2.1;1450;3~400 В;90.0;13.2;7;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 37; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HD+004641N3;SingleChannel;80;80.0;4.6;1450;3~400 В;162.0;19.3;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 37; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HG+001561N3;SingleChannel;80;75.0;1.5;960;3~400 В;64.8;4.3;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 31; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HG+001641N3;SingleChannel;80;75.0;1.6;1450;3~400 В;90.0;10.8;6;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 37; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HG+003741N3;SingleChannel;80;80.0;3.7;1450;3~400 В;144.0;16.8;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 37; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080HL+002941N3;SingleChannel;80;80.0;2.9;1450;3~400 В;126.0;14.9;7;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 37; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080LA+012522N3;SingleChannel;80;55.0;12.5;2900;3~400 В;144.0;53.6;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 47; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080LC+012522N3;SingleChannel;80;55.0;12.5;2900;3~400 В;144.0;42.5;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 47; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080LE+009022N3;SingleChannel;80;55.0;9.0;2900;3~400 В;144.0;35.5;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 47; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080LG+006522N3;SingleChannel;80;55.0;6.5;2900;3~400 В;108.0;30.1;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 47; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080LI+006522N3;SingleChannel;80;55.0;6.5;2900;3~400 В;126.0;22.5;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 47; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM080LP+016522N3;SingleChannel;80;55.0;16.5;2900;3~400 В;162.0;62.9;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 47; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HA+001561N3;Vortex;80;80.0;1.5;960;3~400 В;82.8;7.6;16;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 29; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HA+005842N3;Vortex;80;80.0;5.8;1450;3~400 В;129.6;17.3;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 33; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HC+004641N3;Vortex;80;80.0;4.6;1450;3~400 В;108.0;15.7;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 33; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HE+001561N3;Vortex;80;80.0;1.5;960;3~400 В;72.0;6.1;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 29; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HE+003741N3;Vortex;80;80.0;3.7;1450;3~400 В;108.0;14.1;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 33; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HH+002941N3;Vortex;80;80.0;2.9;1450;3~400 В;90.0;12.4;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 33; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HI+001561N3;Vortex;80;80.0;1.5;960;3~400 В;54.0;4.7;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 29; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HI+002141N3;Vortex;80;80.0;2.1;1450;3~400 В;72.0;10.9;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 33; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HM+001561N3;Vortex;80;80.0;1.5;960;3~400 В;36.0;4.1;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 29; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HM+001641N3;Vortex;80;80.0;1.6;1450;3~400 В;54.0;9.4;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 33; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HN+006522N3;Vortex;80;80.0;6.5;2900;3~400 В;21.6;34.9;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HN+009022N3;Vortex;80;80.0;9.0;2900;3~400 В;54.0;34.9;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 43; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HP+001561N3;Vortex;80;80.0;1.5;960;3~400 В;36.0;3.1;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 29; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HP+001641N3;Vortex;80;80.0;1.6;1450;3~400 В;36.0;6.9;8;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 33; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HP+006522N3;Vortex;80;80.0;6.5;2900;3~400 В;36.0;28.8;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HP+009022N3;Vortex;80;80.0;9.0;2900;3~400 В;108.0;28.7;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 43; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HQ+006522N3;Vortex;80;80.0;6.5;2900;3~400 В;28.8;33.1;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HQ+009022N3;Vortex;80;80.0;9.0;2900;3~400 В;90.0;33.0;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 43; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HR+006522N3;Vortex;80;80.0;6.5;2900;3~400 В;36.0;30.9;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HR+009022N3;Vortex;80;80.0;9.0;2900;3~400 В;108.0;30.7;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 43; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HT+006522N3;Vortex;80;80.0;6.5;2900;3~400 В;54.0;26.7;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HT+009022N3;Vortex;80;80.0;9.0;2900;3~400 В;108.0;26.6;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 43; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HV+004821N3;Vortex;80;80.0;4.8;2900;3~400 В;36.0;19.5;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HW+004821N3;Vortex;80;80.0;4.8;2900;3~400 В;32.4;25.1;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HW+006522N3;Vortex;80;80.0;6.5;2900;3~400 В;75.6;25.6;17;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HW+009022N3;Vortex;80;80.0;9.0;2900;3~400 В;133.2;25.5;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 43; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HX+004821N3;Vortex;80;80.0;4.8;2900;3~400 В;54.0;17.0;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080HZ+004821N3;Vortex;80;80.0;4.8;2900;3~400 В;54.0;14.0;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 41; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080LA+016522N3;Vortex;80;80.0;16.5;2900;3~400 В;14.4;67.7;7;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 45; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080LD+016522N3;Vortex;80;80.0;16.5;2900;3~400 В;36.0;61.5;10;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 45; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080LG+016522N3;Vortex;80;80.0;16.5;2900;3~400 В;54.0;55.2;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 45; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080LL+016522N3;Vortex;80;80.0;16.5;2900;3~400 В;90.0;47.7;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 45; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080LP+016522N3;Vortex;80;80.0;16.5;2900;3~400 В;154.8;41.8;17;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 45; размеры/масса и данные двигателей — там же"
Caprari;K+ KCW;KCW080LR+012522N3;Vortex;80;80.0;12.5;2900;3~400 В;154.8;33.3;17;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 45; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100HA+005842N3;Open;100;128.3;5.8;1450;3~400 В;205.2;20.9;11;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 59; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100HD+004641N3;Open;100;118.8;4.6;1450;3~400 В;180.0;17.4;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 59; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100HG+003741N3;Open;100;118.3;3.7;1450;3~400 В;162.0;15.9;8;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 59; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100HL+002941N3;Open;100;103.7;2.9;1450;3~400 В;144.0;14.1;7;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 59; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100LA+012542N3;Open;100;186.3;12.5;1450;3~400 В;216.0;30.8;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 61; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100LD+012542N3;Open;100;185.9;12.5;1450;3~400 В;262.8;28.4;15;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 61; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100LG+010542N3;Open;100;185.4;10.5;1450;3~400 В;216.0;25.0;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 61; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100LL+007542N3;Open;100;161.7;7.5;1450;3~400 В;216.0;21.7;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 61; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100NA+026042N3;Open;100;373.5;26.0;1450;3~400 В;327.6;40.0;16;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 83; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100ND+021042N3;Open;100;397.1;21.0;1450;3~400 В;252.0;37.2;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 83; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100NG+019342N3;Open;100;364.6;19.3;1450;3~400 В;252.0;33.7;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 83; размеры/масса и данные двигателей — там же"
Caprari;K+ KCA;KCA100NL+016542N3;Open;100;342.0;16.5;1450;3~400 В;252.0;29.9;13;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 83; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100HA+001861N3;SingleChannel;100;80.0;1.8;960;3~400 В;136.8;9.5;18;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 51; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100HA+005842N3;SingleChannel;100;80.0;5.8;1450;3~400 В;223.2;21.2;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 57; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100HD+001861N3;SingleChannel;100;80.0;1.8;960;3~400 В;126.0;8.7;16;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 51; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100HD+004641N3;SingleChannel;100;80.0;4.6;1450;3~400 В;162.0;19.3;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 57; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100HG+001561N3;SingleChannel;100;80.0;1.5;960;3~400 В;108.0;7.2;14;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 51; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100HG+003741N3;SingleChannel;100;80.0;3.7;1450;3~400 В;144.0;16.9;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 57; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100HL+001561N3;SingleChannel;100;80.0;1.5;960;3~400 В;90.0;5.4;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 51; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100HL+002941N3;SingleChannel;100;80.0;2.9;1450;3~400 В;126.0;14.3;7;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 57; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NA+023042N3;SingleChannel;100;100.0;23.0;1450;3~400 В;252.0;39.6;12;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 81; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NA+035022N3;SingleChannel;100;80.0;35.0;2900;3~400 В;162.0;80.1;8;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NB+035022N3;SingleChannel;100;80.0;35.0;2900;3~400 В;180.0;77.0;9;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
Caprari;K+ KCM;KCM100NC+026022N3;SingleChannel;100;80.0;26.0;2900;3~400 В;108.0;73.7;5;0;0;0;CatalogTable;"Caprari «K+ Electric submersible sewage pumps 50 Hz», cod. 996485X/09-24 — таблица Q–H, стр. 87; размеры/масса и данные двигателей — там же"
