Manufacturer;Series;Model;Impeller;DnOut;FreePassageMm;P2Kw;Rpm;Voltage;Qmax_m3h;H0_m;QH_points;QP;QEta;QNpsh;Quality;Document
Tsunami;GS;GSM65-160A/4;Unknown;65;0;2.2;1450;3~380 В;84.0;10.31;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-160B;Unknown;65;0;11.0;2900;3~380 В;120.0;35.95;23;0;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-160B/4;Unknown;65;0;1.5;1450;3~380 В;72.0;9.0;19;0;4;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-160C;Unknown;65;0;9.2;2900;3~380 В;120.1;32.94;17;0;2;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-160C/4;Unknown;65;0;1.1;1450;3~380 В;72.0;7.99;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-200A;Unknown;65;0;22.0;2900;3~380 В;138.0;58.87;18;0;6;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-200A/4;Unknown;65;0;3.0;1450;3~380 В;83.6;14.37;19;0;4;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-200B;Unknown;65;0;18.5;2900;3~380 В;119.9;52.03;20;0;6;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-200B/4;Unknown;65;0;2.2;1450;3~380 В;71.4;12.38;18;0;3;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-200C;Unknown;65;0;15.0;2900;3~380 В;120.0;45.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-200C/4;Unknown;65;0;1.5;1450;3~380 В;71.4;10.01;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-250A;Unknown;65;0;37.0;2900;3~380 В;138.0;91.91;18;0;3;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-250A/4;Unknown;65;0;5.5;1450;3~380 В;84.0;22.28;20;0;6;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-250B;Unknown;65;0;30.0;2900;3~380 В;138.0;80.0;19;0;6;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-250B/4;Unknown;65;0;4.0;1450;3~380 В;72.0;19.0;19;0;5;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-250C;Unknown;65;0;22.0;2900;3~380 В;119.9;64.83;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-250C/4;Unknown;65;0;3.0;1450;3~380 В;72.1;15.37;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315A;Unknown;65;0;90.0;2900;3~380 В;210.0;150.64;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315A/4;Unknown;65;0;15.0;1450;3~380 В;107.9;39.97;22;0;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315B;Unknown;65;0;75.0;2900;3~380 В;210.0;141.0;21;0;7;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315B/4;Unknown;65;0;11.0;1450;3~380 В;107.9;;23;0;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315C;Unknown;65;0;55.0;2900;3~380 В;179.9;122.02;19;0;6;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315C/4;Unknown;65;0;7.5;1450;3~380 В;84.0;;20;0;5;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315D;Unknown;65;0;45.0;2900;3~380 В;137.8;101.88;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315D/4;Unknown;65;0;5.5;1450;3~380 В;72.1;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM65-315E/4;Unknown;65;0;4.0;1450;3~380 В;60.1;18.6;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-125A;Unknown;80;0;7.5;2900;3~380 В;138.0;25.98;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-125B;Unknown;80;0;5.5;2900;3~380 В;138.0;20.97;17;0;3;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-125C;Unknown;80;0;4.0;2900;3~380 В;120.0;16.95;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-160A;Unknown;80;0;22.0;2900;3~380 В;210.1;43.99;22;0;7;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-160A/4;Unknown;80;0;2.2;1450;3~380 В;108.0;9.0;21;0;7;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-160B;Unknown;80;0;18.5;2900;3~380 В;210.1;39.27;24;0;9;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-160B/4;Unknown;80;0;1.5;1450;3~380 В;96.0;7.47;17;0;2;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-160C;Unknown;80;0;15.0;2900;3~380 В;210.1;33.94;22;0;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-160D;Unknown;80;0;11.0;2900;3~380 В;180.2;27.93;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-200A;Unknown;80;0;30.0;2900;3~380 В;210.1;59.99;21;0;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-200A/4;Unknown;80;0;4.0;1450;3~380 В;107.9;14.29;20;0;7;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-200B;Unknown;80;0;22.0;2900;3~380 В;210.1;48.42;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-200B/4;Unknown;80;0;3.0;1450;3~380 В;96.1;11.8;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-250A;Unknown;80;0;75.0;2900;3~380 В;210.1;108.28;22;0;7;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-250A/4;Unknown;80;0;11.0;1450;3~380 В;140.0;28.28;20;0;6;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-250B;Unknown;80;0;55.0;2900;3~380 В;210.1;94.57;20;0;8;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-250B/4;Unknown;80;0;7.5;1450;3~380 В;108.0;24.07;17;0;3;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-250C;Unknown;80;0;45.0;2900;3~380 В;210.1;87.89;24;0;9;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-250C/4;Unknown;80;0;5.5;1450;3~380 В;108.0;20.55;20;0;5;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-250D;Unknown;80;0;37.0;2900;3~380 В;210.1;71.5;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-250D/4;Unknown;80;0;4.0;1450;3~380 В;95.9;17.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315A;Unknown;80;0;110.0;2900;3~380 В;240.0;150.77;19;0;4;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315A/4;Unknown;80;0;15.0;1450;3~380 В;150.0;36.64;21;0;7;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315B;Unknown;80;0;90.0;2900;3~380 В;240.0;142.05;20;0;6;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315B/4;Unknown;80;0;11.0;1450;3~380 В;149.3;29.74;19;0;5;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315C;Unknown;80;0;75.0;2900;3~380 В;240.0;122.43;22;0;7;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315C/4;Unknown;80;0;7.5;1450;3~380 В;107.9;24.47;17;0;4;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315D;Unknown;80;0;55.0;2900;3~380 В;209.8;97.14;20;0;6;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315D/4;Unknown;80;0;5.5;1450;3~380 В;108.0;19.56;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-315E;Unknown;80;0;45.0;2900;3~380 В;210.0;84.5;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-400A/4;Unknown;80;0;37.0;1450;3~380 В;200.0;58.86;20;0;5;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-400B/4;Unknown;80;0;30.0;1450;3~380 В;150.0;55.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-400C/4;Unknown;80;0;22.0;1450;3~380 В;150.0;45.0;19;0;4;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GS;GSM80-400D/4;Unknown;80;0;18.5;1450;3~380 В;150.0;40.65;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GS
Tsunami;GSA;GSA100-80-160/11;Unknown;80;0;11.0;0;3~380 В;192.0;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA100-80-160/15;Unknown;80;0;15.0;0;3~380 В;200.0;;9;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA100-80-160/18.5;Unknown;80;0;18.5;0;3~380 В;200.0;;9;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA100-80-200/22;Unknown;80;0;22.0;0;3~380 В;200.0;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA100-80-200/30;Unknown;80;0;30.0;0;3~380 В;200.0;;9;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA100-80-200/37;Unknown;80;0;37.0;0;3~380 В;200.0;;9;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA50-32-160/1.1;Unknown;32;0;1.1;0;3~380 В;22.0;21.8;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA50-32-160/1.5;Unknown;32;0;1.5;0;3~380 В;22.0;31.1;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA50-32-160/2.2;Unknown;32;0;2.2;0;3~380 В;22.0;39.7;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA50-32-200/3;Unknown;32;0;3.0;0;3~380 В;22.0;;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA50-32-200/4;Unknown;32;0;4.0;0;3~380 В;22.0;52.1;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA50-32-200/5.5;Unknown;32;0;5.5;0;3~380 В;22.0;63.8;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-40-125/3;Unknown;50;0;3.0;0;3~380 В;35.0;;7;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-40-160/4;Unknown;50;0;4.0;0;3~380 В;40.0;40.6;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-40-200/11;Unknown;50;0;11.0;0;3~380 В;40.0;;8;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-40-200/5.5;Unknown;50;0;5.5;0;3~380 В;40.0;47.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-40-200/7.5;Unknown;50;0;7.5;0;3~380 В;40.0;51.5;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-50-125/3;Unknown;50;0;3.0;0;3~380 В;72.1;22.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-50-125/4;Unknown;50;0;4.0;0;3~380 В;50.0;;6;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-50-160/5.5;Unknown;50;0;5.5;0;3~380 В;72.1;32.9;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-50-200/11;Unknown;50;0;11.0;0;3~380 В;72.1;59.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-50-200/15;Unknown;50;0;15.0;0;3~380 В;70.0;73.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-50-200/18.5;Unknown;50;0;18.5;0;3~380 В;70.0;73.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-50-200/7.5;Unknown;50;0;7.5;0;3~380 В;72.1;40.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA65-50-200/9.2;Unknown;50;0;9.2;0;3~380 В;72.1;53.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-125/4;Unknown;50;0;4.0;0;3~380 В;113.8;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-125/5.5;Unknown;65;0;5.5;0;3~380 В;125.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-125/7.5;Unknown;65;0;7.5;0;3~380 В;131.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-125/9.2;Unknown;65;0;9.2;0;3~380 В;131.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-160/11;Unknown;65;0;11.0;0;3~380 В;137.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-160/15;Unknown;65;0;15.0;0;3~380 В;137.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-200/15;Unknown;65;0;15.0;0;3~380 В;131.5;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-200/18.5;Unknown;65;0;18.5;0;3~380 В;137.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-200/22;Unknown;65;0;22.0;0;3~380 В;137.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSA80-65-200/30;Unknown;65;0;30.0;0;3~380 В;137.7;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSAm50-32-160/1.1;Unknown;0;0;1.1;0;3~220 В;22.0;21.8;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSAm50-32-160/1.5;Unknown;0;0;1.5;0;3~220 В;22.0;31.1;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSAm50-32-160/2.2;Unknown;0;0;2.2;0;3~220 В;22.0;39.7;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSAm65-40-125/1.5;Unknown;0;0;1.5;0;3~220 В;30.0;;6;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSAm65-40-125/2.2;Unknown;0;0;2.2;0;3~220 В;35.0;;7;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;GSA;GSAm65-50-125/3;Unknown;0;0;3.0;0;3~220 В;72.1;22.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия GSA
Tsunami;HD;HHDC120S4H;Unknown;100;8.0;90.0;1450;3~380 В;205.2;;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия HD
Tsunami;KRTK;KRTK 100-250/154;MultiChannel;100;0;15.0;1450;3~380 В;200.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 100-315/154;MultiChannel;100;0;15.0;1450;3~380 В;250.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 100-400/554;MultiChannel;100;0;55.0;1450;3~380 В;280.0;;4;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 150-315/154;MultiChannel;150;0;15.0;1450;3~380 В;500.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 150-400/376;MultiChannel;150;0;37.0;980;3~380 В;540.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 150-400/904;MultiChannel;150;0;90.0;2900;3~380 В;800.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 200-250/154;MultiChannel;200;0;15.0;1450;3~380 В;400.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 200-400/1324;MultiChannel;200;0;132.0;1450;3~380 В;1000.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 200-400/376;MultiChannel;200;0;37.0;980;3~380 В;700.0;;4;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 250-290/454;MultiChannel;250;0;45.0;1450;3~380 В;1100.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 250-400/1604;MultiChannel;250;0;160.0;1450;3~380 В;1200.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 300-350/1324;MultiChannel;300;0;132.0;1450;3~380 В;1900.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 300-350/376;MultiChannel;300;0;37.0;980;3~380 В;1250.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 50-160/42;MultiChannel;50;0;4.0;2900;3~380 В;20.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 50-170/2.2 2 Top;MultiChannel;50;0;2.2;2900;3~220 В;25.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 500-540/2756;MultiChannel;500;0;275.0;980;3~660 В;5000.0;;6;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTK 80-315/242;MultiChannel;80;0;22.0;2900;3~380 В;200.0;;6;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KRTK;KRTК 40-250/242;MultiChannel;40;0;22.0;2900;3~380 В;50.0;;5;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KRTK
Tsunami;KTD;KTD21.5;Unknown;50;10.0;1.5;0;3~380 В;29.9;20.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTD
Tsunami;KTD;KTD22.2;Unknown;50;10.0;2.2;0;3~380 В;29.9;24.9;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTD
Tsunami;KTD;KTD33.7;Unknown;80;10.0;3.7;0;3~380 В;59.9;30.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTD
Tsunami;KTD;KTD43.7;Unknown;100;10.0;3.7;0;3~380 В;90.1;18.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTD
Tsunami;KTDE;KTDE21.5;Unknown;50;10.0;1.5;0;3~380 В;29.9;20.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTDE
Tsunami;KTDE;KTDE22.2;Unknown;50;10.0;2.2;0;3~380 В;29.9;24.9;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTDE
Tsunami;KTDE;KTDE33.7;Unknown;80;10.0;3.7;0;3~380 В;59.9;30.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTDE
Tsunami;KTDE;KTDE43.7;Unknown;100;10.0;3.7;0;3~380 В;90.1;18.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTDE
Tsunami;KTS;100KTS46;Unknown;100;30.0;6.0;1450;3~380 В;144.4;17.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTS
Tsunami;KTS;150KTS411;Unknown;150;30.0;11.0;1450;3~380 В;222.3;22.0;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTS
Tsunami;KTS;150KTS49;Unknown;150;30.0;9.0;1450;3~380 В;192.1;21.6;15;0;0;0;CatalogTable;Сайт производителя tsunami-pump.ru, карточка модели, вкладка «Графики производительности», серия KTS
